House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
26,Walker Points,Annette,Stephens,23,Daughter,Widowed,Female,"Teacher, secondary school",None,None
27,Walker Points,Emma,Howard,63,Head,Single,Female,Furniture conservator/restorer,None,Christian
27,Walker Points,Liam,Kelly,57,None,Divorced,Male,"Journalist, magazine",None,Christian
27,Walker Points,Sarah,Jordan,58,None,Single,Female,Hydrogeologist,None,Christian
27,Walker Points,Hannah,Morris,52,None,Single,Female,Tax adviser,None,Christian
28,Walker Points,Paige,Dale,58,Head,Single,Female,Public relations officer,None,Christian
28,Walker Points,Patrick,Dobson,48,None,Divorced,Male,"Surveyor, quantity",None,Catholic
29,Walker Points,Carolyn,Gibson,42,Head,Married,Female,Unemployed,None,None
29,Walker Points,Jeffrey,Gibson,46,Husband,Married,Male,Solicitor,None,None
29,Walker Points,Glenn,Gibson,8,Son,NA,Male,Student,None,NA
29,Walker Points,Edward,Gibson,6,Son,NA,Male,Student,None,NA
29,Walker Points,Carl,Gibson,3,Son,NA,Male,Child,None,NA
29,Walker Points,Nicola,Gibson,0,Daughter,NA,Female,Child,None,NA
1,Lichfield Hill,Naomi,Parsons,44,Head,Single,Female,Medical physicist,None,None
2,Lichfield Hill,Francesca,Roberts,20,Head,Single,Female,University Student,None,None
3,Lichfield Hill,Eileen,Berry,68,Head,Divorced,Female,Retired Clinical cytogeneticist,None,Christian
4,Lichfield Hill,Jay,Potter,18,Head,Married,Male,Student,None,NA
4,Lichfield Hill,Amber,Potter,19,Wife,Married,Female,Photographer,None,NA
5,Lichfield Hill,Holly,Swift,49,Head,Married,Female,"Engineer, structural",None,None
5,Lichfield Hill,Guy,Swift,50,Husband,Married,Male,Tax adviser,None,None
5,Lichfield Hill,Lisa,Swift,24,Daughter,Single,Female,Telecommunications researcher,None,None
6,Lichfield Hill,Kerry,Gregory,46,Head,Married,Female,"Accountant, chartered public finance",None,Christian
6,Lichfield Hill,Neil,Gregory,48,Husband,Married,Male,Event organiser,None,None
7,Lichfield Hill,Kathleen,Marsh,76,Head,Widowed,Female,Retired Sales executive,None,None
8,Lichfield Hill,Josephine,McCarthy,80,Head,Married,Female,"Retired Education officer, community",None,Christian
8,Lichfield Hill,Jacob,McCarthy,79,Husband,Married,Male,"Retired Administrator, sports",None,None
9,Lichfield Hill,Sian,Chambers,49,Head,Divorced,Female,Visual merchandiser,None,Christian
10,Lichfield Hill,Derek,Stone,76,Head,Single,Male,"Retired Nurse, mental health",None,None
11,Lichfield Hill,Hazel,Robertson,70,Head,Widowed,Female,Retired Armed forces training and education officer,None,Christian
12,Lichfield Hill,Lindsey,Myers,76,Head,Widowed,Female,Retired Water engineer,None,Christian
13,Lichfield Hill,Yvonne,Thorpe,55,Head,Divorced,Female,Unemployed,None,Methodist
13,Lichfield Hill,Barry,Thorpe,10,Son,NA,Male,Student,None,NA
14,Lichfield Hill,Danielle,Ellis,65,Head,Widowed,Female,Accommodation manager,None,Christian
1,Griffiths Knolls,Catherine,Lewis,49,Head,Single,Female,Chartered legal executive (England and Wales),None,Catholic
2,Griffiths Knolls,Robert,Law,69,Head,Widowed,Male,Retired Environmental consultant,None,Christian
3,Griffiths Knolls,Amber,Bailey,48,Head,Married,Female,IT technical support officer,None,None
3,Griffiths Knolls,Justin,Bailey,50,Husband,Married,Male,"Investment banker, corporate",None,None
3,Griffiths Knolls,Rebecca,Bailey,13,Daughter,NA,Female,Student,None,NA
4,Griffiths Knolls,Jayne,O'Donnell,47,Head,Divorced,Female,General practice doctor,None,None
5,Griffiths Knolls,Joanne,Jenkins,86,Head,Widowed,Female,Retired IT sales professional,None,Christian
6,Griffiths Knolls,Marilyn,Hope,49,Head,Single,Female,Manufacturing engineer,None,Methodist
6,Griffiths Knolls,Stanley,Hope,15,Son,NA,Male,Student,None,NA
7,Griffiths Knolls,Suzanne,McLean,27,Head,Single,Female,"Conservator, museum/gallery",None,None
8,Griffiths Knolls,Rebecca,Marshall,50,Head,Single,Female,"Production assistant, radio",None,Methodist
9,Griffiths Knolls,Jodie,Morris,82,Head,Divorced,Female,Retired Financial planner,None,Christian
10,Griffiths Knolls,Ross,Welch,35,Head,Single,Male,"Programmer, systems",None,Catholic
10,Griffiths Knolls,Sophie,Brown,33,Partner,Single,Female,"Therapist, music",None,Catholic
10,Griffiths Knolls,Denis,Welch,3,Son,NA,Male,Child,None,NA
11,Griffiths Knolls,Jennifer,Butcher,55,Head,Married,Female,Acupuncturist,None,None
11,Griffiths Knolls,Nathan,Butcher,56,Husband,Married,Male,Fine artist,None,None
11,Griffiths Knolls,Janice,Butcher,14,Daughter,NA,Female,Student,None,NA
12,Griffiths Knolls,Charlotte,Cook,76,Head,Widowed,Female,Retired Water engineer,None,Christian
13,Griffiths Knolls,Malcolm,Browne,83,Head,Married,Male,Unemployed,None,Christian
13,Griffiths Knolls,Charlotte,Browne,83,Wife,Married,Female,"Retired Scientist, forensic",None,Christian
14,Griffiths Knolls,Heather,Gallagher,59,Head,Married,Female,Land/geomatics surveyor,None,None
14,Griffiths Knolls,Dominic,Gallagher,59,Husband,Married,Male,Chief Executive Officer,None,None
15,Griffiths Knolls,Joseph,Slater,23,Head,Single,Male,Purchasing manager,None,Catholic
16,Griffiths Knolls,Jade,Savage,88,Head,Widowed,Female,Retired Charity officer,None,Methodist
17,Griffiths Knolls,Megan,Thomas,47,Head,Divorced,Female,Quality manager,None,Christian
18,Griffiths Knolls,Sian,Gordon,45,Head,Single,Female,"Teacher, English as a foreign language",None,Catholic
1,Grace Heights,Kirsty,Jackson,69,Head,Married,Female,Retired Sports therapist,None,Christian
1,Grace Heights,Duncan,Jackson,69,Husband,Married,Male,"Retired Surveyor, minerals",None,Christian
1,Grace Heights,Charlene,Jackson,40,Daughter,Single,Female,"Education officer, environmental",None,Christian
1,Grace Heights,Abbie,Jackson,36,Daughter,Divorced,Female,"Optician, dispensing",None,None
1,Grace Heights,Debra,Jackson,35,Daughter,Single,Female,Therapeutic radiographer,None,None
1,Grace Heights,Olivia,Kay-Jackson,32,Daughter,Divorced,Female,Professor Emeritus,None,Christian
1,Grace Heights,Jay,Kay-Jackson,28,Son,Single,Male,Lobbyist,Disabled,None
1,Grace Heights,Paula,Kay-Jackson,24,Daughter,Single,Female,"Engineer, biomedical",None,Christian
1,Grace Heights,Kim,Kay-Jackson,21,Daughter,Single,Female,University Student,None,None
1,Grace Heights,Dale,Kay-Jackson,20,Son,Single,Male,Educational psychologist,None,Christian
1,Grace Heights,Rosemary,Kay-Jackson,12,Daughter,NA,Female,Student,None,NA
1,Grace Heights,Donna,Kay-Jackson,12,Daughter,NA,Female,Student,None,NA
1,Grace Heights,Jessica,Kay-Jackson,9,Daughter,NA,Female,Student,None,NA
2,Grace Heights,Ellie,Nash,49,Head,Married,Female,Diplomatic Services operational officer,None,Methodist
2,Grace Heights,Harry,Nash,50,Husband,Married,Male,Community education officer,None,None
2,Grace Heights,Brenda,Nash,19,Daughter,Single,Female,University Student,None,Methodist
2,Grace Heights,Lee,Nash,16,Son,NA,Male,Student,None,NA
2,Grace Heights,Mohamed,Nash,15,Son,NA,Male,Student,None,NA
2,Grace Heights,Jill,Nash,11,Daughter,NA,Female,Student,None,NA
2,Grace Heights,Samuel,Nash,9,Son,NA,Male,Student,None,NA
2,Grace Heights,Ashley,Nash,7,Son,NA,Male,Student,None,NA
2,Grace Heights,Jordan,Nash,4,Son,NA,Male,Child,None,NA
2,Grace Heights,Mitchell,Nash,0,Son,NA,Male,Child,None,NA
3,Grace Heights,Carol,Walker,63,Head,Widowed,Female,Unemployed,None,None
3,Grace Heights,Stuart,Walker,30,Son,Single,Male,Exhibition designer,None,None
3,Grace Heights,Kenneth,Walker,30,Son,Single,Male,"Sound technician, broadcasting/film/video",None,None
3,Grace Heights,Tony,Walker,29,Son,Single,Male,"Biochemist, clinical",None,None
3,Grace Heights,Deborah,Walker,29,Daughter,Single,Female,Paramedic,None,None
3,Grace Heights,Harry,Walker,24,Son,Single,Male,"Investment banker, operational",None,None
3,Grace Heights,Oliver,Walker,21,Son,Single,Male,University Student,None,None
3,Grace Heights,Marc,Walker,18,Son,Single,Male,Student,None,None
3,Grace Heights,Jason,Walker,15,Son,NA,Male,Student,None,NA
3,Grace Heights,Joyce,Walker,13,Daughter,NA,Female,Student,None,NA
3,Grace Heights,Beverley,Walker,10,Daughter,NA,Female,Student,None,NA
3,Grace Heights,Holly,Walker,4,Daughter,NA,Female,Child,None,NA
4,Grace Heights,Dawn,Hall,45,Head,Single,Female,Editorial assistant,None,Catholic
4,Grace Heights,Michael,Thornton,44,Partner,Single,Male,"Psychologist, sport and exercise",None,Catholic
4,Grace Heights,Thomas,Hall,13,Son,NA,Male,Student,None,NA
4,Grace Heights,Wayne,Hall,11,Son,NA,Male,Student,None,NA
5,Grace Heights,Amanda,Higgins,79,Head,Divorced,Female,Retired Technical sales engineer,None,Christian
1,Jones Port,Nigel,Forster,21,Head,Divorced,Male,University Student,None,Christian
2,Jones Port,Elizabeth,Cook,30,Head,Single,Female,Unemployed,None,Methodist
2,Jones Port,Lesley,Cook,5,Daughter,NA,Female,Student,None,NA
3,Jones Port,Paige,Duffy,39,Head,Single,Female,Immigration officer,None,None
3,Jones Port,Christopher,Chadwick,40,Cousin,Divorced,Male,"Therapist, nutritional",None,None
4,Jones Port,Douglas,Green,75,Head,Widowed,Male,"Retired Engineer, manufacturing",None,None
5,Jones Port,Marilyn,Newton,40,Head,Single,Female,Risk analyst,None,None
5,Jones Port,Alexander,Newton,6,Son,NA,Male,Student,None,NA
5,Jones Port,Lorraine,Taylor,2,Daughter,NA,Female,Child,None,NA
6,Jones Port,Gillian,Marsh,48,Head,Divorced,Female,Retail merchandiser,None,None
6,Jones Port,Josh,Taylor,21,Son,Single,Male,University Student,None,None
6,Jones Port,Brenda,Taylor,20,Daughter,Single,Female,University Student,None,None
7,Jones Port,Karl,Warren,80,Head,Married,Male,"Retired Teacher, primary school",None,None
7,Jones Port,Francesca,Warren,79,Wife,Married,Female,"Retired Conservation officer, nature",None,None
8,Jones Port,Pauline,Marshall,48,Head,Married,Female,Higher education careers adviser,None,None
8,Jones Port,Mohamed,Marshall,45,Husband,Married,Male,Interior and spatial designer,None,None
8,Jones Port,Kenneth,Marshall,17,Son,NA,Male,Student,None,NA
9,Jones Port,Naomi,Hughes,77,Head,Divorced,Female,Retired Health and safety inspector,None,Catholic
10,Jones Port,Melanie,Williams,61,Head,Divorced,Female,Hydrogeologist,None,None
10,Jones Port,Derek,Williams,43,Son,Single,Male,Chief Operating Officer,None,None
11,Jones Port,Jack,Grant,65,Head,Widowed,Male,Research scientist (life sciences),None,None
1,Elylock Street,Graham,Sharpe,43,Head,Single,Male,Software engineer,None,None
1,Elylock Street,Adrian,Sharpe,16,Son,NA,Male,Student,None,NA
1,Elylock Street,Emma,Sharpe,12,Daughter,NA,Female,Student,None,NA
2,Elylock Street,Sheila,Todd,63,Head,Single,Female,Estate manager/land agent,None,Christian
3,Elylock Street,Rosie,Hall,57,Head,Married,Female,"Scientist, research (maths)",None,Christian
3,Elylock Street,Kevin,Hall,60,Husband,Married,Male,Trade union research officer,None,Christian
3,Elylock Street,Timothy,Hall,21,Son,Single,Male,University Student,None,Christian
4,Elylock Street,Teresa,Bruce,58,Head,Single,Female,Associate Professor,None,Christian
4,Elylock Street,Teresa,Lawrence,64,None,Single,Female,Unemployed,None,Christian
4,Elylock Street,Karl,Sims,43,None,Single,Male,Industrial buyer,None,Catholic
5,Elylock Street,Victoria,O'Donnell,50,Head,Married,Female,Aeronautical engineer,None,Methodist
5,Elylock Street,Stewart,O'Donnell,49,Husband,Married,Male,Quantity surveyor,None,Methodist
6,Elylock Street,Melanie,Martin,69,Head,Married,Female,Retired Primary school teacher,None,Christian
6,Elylock Street,Mohammed,Martin,73,Husband,Married,Male,Retired Diagnostic radiographer,None,None
6,Elylock Street,Tina,Martin,24,Daughter,Single,Female,Unemployed,None,Christian
6,Elylock Street,Elaine,Martin,22,Daughter,Single,Female,University Student,None,Christian
6,Elylock Street,Marian,Martin,5,Daughter,NA,Female,Student,None,NA
7,Elylock Street,Lucy,Hayes,60,Head,Married,Female,"Journalist, magazine",None,Christian
7,Elylock Street,Jeremy,Hayes,61,Husband,Married,Male,Risk manager,None,None
7,Elylock Street,Christian,Hayes,27,Son,Single,Male,English as a foreign language teacher,None,None
7,Elylock Street,Jasmine,Hayes,25,Daughter,Divorced,Female,"Copywriter, advertising",None,None
8,Elylock Street,Marie,Blake,34,Head,Married,Female,"Scientist, marine",None,Catholic
8,Elylock Street,Brandon,Blake,32,Husband,Married,Male,Systems analyst,None,Catholic
8,Elylock Street,Sylvia,Blake,3,Daughter,NA,Female,Child,None,NA
9,Elylock Street,Yvonne,Rowley,36,Head,Married,Female,Cytogeneticist,None,Christian
9,Elylock Street,Karl,Rowley,41,Husband,Married,Male,Outdoor activities/education manager,None,Christian
9,Elylock Street,Angela,Jones-Rowley,9,Daughter,NA,Female,Student,None,NA
9,Elylock Street,Grace,Jones-Rowley,5,Daughter,NA,Female,Student,None,NA
10,Elylock Street,Stewart,Mason,21,Head,Married,Male,University Student,None,None
10,Elylock Street,Megan,Mason,22,Wife,Married,Female,University Student,None,None
11,Elylock Street,Jessica,Saunders,22,Head,Single,Female,University Student,None,None
11,Elylock Street,Lawrence,Davis,22,Partner,Single,Male,Housing manager/officer,None,None
12,Elylock Street,Karen,Jones,49,Head,Single,Female,Planning and development surveyor,None,Catholic
1,White Key,Teresa,Lewis,41,Head,Divorced,Female,Unemployed,None,None
1,White Key,Elliot,Lewis,10,Son,NA,Male,Student,None,NA
1,White Key,Jean,Lewis,8,Daughter,NA,Female,Student,None,NA
1,White Key,Grace,Lewis,7,Daughter,NA,Female,Student,None,NA
2,White Key,Elizabeth,Bates,51,Head,Married,Female,Product/process development scientist,None,None
2,White Key,Darren,Bates,53,Husband,Married,Male,"Doctor, general practice",None,None
2,White Key,Leigh,Bates,25,Son,Single,Male,General practice doctor,None,None
2,White Key,Eileen,Bates,25,Daughter,Single,Female,Corporate investment banker,None,None
2,White Key,Wayne,Bates,23,Son,Divorced,Male,"Civil engineer, consulting",None,None
3,White Key,Peter,Davies,59,Head,Single,Male,"Geologist, wellsite",None,Christian
4,White Key,Molly,O'Sullivan,45,Head,Divorced,Female,Animal nutritionist,None,Catholic
4,White Key,Keith,O'Sullivan,13,Son,NA,Male,Student,None,NA
4,White Key,Damian,O'Sullivan,9,Son,NA,Male,Student,None,NA
5,White Key,Lauren,Jones,27,Head,Single,Female,Unemployed,None,None
5,White Key,Marcus,Wilkinson,55,Sibling,Single,Male,Dramatherapist,None,Christian
6,White Key,Rebecca,Collins,40,Head,Married,Female,Arts administrator,None,None
6,White Key,Jonathan,Collins,41,Husband,Married,Male,Land/geomatics surveyor,None,None
6,White Key,Alex,Collins,17,Son,NA,Male,Student,None,NA
7,White Key,Patrick,Simpson,33,Head,Divorced,Male,"Pharmacist, hospital",None,None
8,White Key,Conor,Davis,96,Head,Married,Male,Retired Sports development officer,None,None
8,White Key,Tracy,Davis,98,Wife,Married,Female,Retired Fashion designer,None,None
9,White Key,Josephine,Bolton-Burns,43,Head,Married,Female,Government social research officer,None,Catholic
9,White Key,Mohammed,Bolton-Burns,46,Husband,Married,Male,Chartered legal executive (England and Wales),None,None
10,White Key,Danielle,Brooks,42,Head,Married,Female,Chartered legal executive (England and Wales),None,None
10,White Key,Jeremy,Brooks,46,Husband,Married,Male,Child psychotherapist,None,None
10,White Key,Leon,Brooks,15,Son,NA,Male,Student,None,NA
10,White Key,Amelia,Lane-Brooks,13,Daughter,NA,Female,Student,None,NA
10,White Key,Natasha,Lane-Brooks,10,Daughter,NA,Female,Student,None,NA
11,White Key,Molly,Taylor,32,Head,Married,Female,"Designer, blown glass/stained glass",None,Methodist
11,White Key,Henry,Taylor,32,Husband,Married,Male,Stage manager,None,None
12,White Key,Leah,Fletcher,52,Head,Single,Female,"Librarian, public", ,Catholic
12,White Key,Ann,Webb,28,None,Single,Female,Health and safety inspector,None,Muslim
13,White Key,Hayley,Watts,28,Head,Divorced,Female,Chartered certified accountant,None,Christian
13,White Key,Jacqueline,Watts,7,Daughter,NA,Female,Student,None,NA
13,White Key,Jacob,Watts,7,Son,NA,Male,Student,None,NA
13,White Key,Anne,Watts,4,Daughter,NA,Female,Child,None,NA
13,White Key,Jack,Watts,3,Son,NA,Male,Child,None,NA
14,White Key,Angela,Gibson,60,Head,Married,Female,General practice doctor,None,Catholic
14,White Key,Toby,Gibson,65,Husband,Married,Male,"Engineer, site",None,None
14,White Key,Graeme,Gibson,15,Grandson,NA,Male,Student,None,NA
15,White Key,Mandy,Smith,55,Head,Single,Female,"Administrator, education",None,None
15,White Key,Robert,Atkins,57,Partner,Single,Male,Curator,None,None
15,White Key,Joanne,Smith,19,Daughter,Divorced,Female,University Student,None,None
15,White Key,Jason,Smith,18,Son,Divorced,Male,Student,None,None
15,White Key,Alice,Smith,15,Daughter,NA,Female,Student,None,NA
16,White Key,Alison,Henderson,69,Head,Married,Female,Retired Mental health nurse,None,None
16,White Key,Christian,Henderson,71,Husband,Married,Male,Retired Risk analyst,None,None
16,White Key,Stephanie,Henderson,31,Daughter,Divorced,Female,IT consultant,None,None
17,White Key,Beverley,Edwards,46,Head,Single,Female,Unemployed,None,Christian
17,White Key,Declan,Edwards,10,Son,NA,Male,Student,None,NA
17,White Key,Carolyn,Edwards,8,Daughter,NA,Female,Student,None,NA
17,White Key,Joshua,Edwards,6,Son,NA,Male,Student,None,NA
17,White Key,Anthony,Edwards,5,Son,NA,Male,Student,None,NA
18,White Key,Charlotte,Hall,61,Head,Married,Female,Medical technical officer,None,None
18,White Key,John,Hall,63,Husband,Married,Male,Unemployed,None,None
